locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	refseq
SACI_RS00735	Saci_0154	Saci_0154	Sacid_00149		124051.0	125265.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GWY5	NC_007181.1
SACI_RS00740	gdhA	Saci_0155	Sacid_00150		125386.0	126657.0	+	Glu/Leu/Phe/Val dehydrogenase	Glutamate dehydrogenase	Amino acid transport and metabolism	A0A0U2Y1N7	NC_007181.1
SACI_RS00745	Saci_0156	Saci_0156	Sacid_00151		126658.0	126939.0	-	DUF131 domain-containing protein	hypothetical protein	Function unknown	A0A0U3GU18	NC_007181.1
SACI_RS00750	recF	Saci_0157	Sacid_00152		126944.0	128431.0	-	AAA family ATPase	DNA replication and repair protein RecF	Function unknown	A0A0U3H3G4	NC_007181.1
SACI_RS00755	fabG_1	Saci_0158	Sacid_00153		128542.0	129330.0	-	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	UPI000055217E	NC_007181.1
SACI_RS00760	udg	Saci_0159	Sacid_00154		129299.0	129940.0	-	uracil-DNA glycosylase	Type-4 uracil-DNA glycosylase	"Replication, recombination and repair"	A0A0U3HC18	NC_007181.1
SACI_RS00765	Saci_0160	Saci_0160	Sacid_00155		130142.0	130450.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2NAA2	NC_007181.1
SACI_RS00770	Saci_0161	Saci_0161	Sacid_00156		130496.0	130894.0	-	metal-dependent transcriptional regulator	hypothetical protein	Transcription	A0A0U3HF49	NC_007181.1
SACI_RS00775	dapA	Saci_0162	Sacid_00157		130936.0	131793.0	+	dihydrodipicolinate synthase family protein	4-hydroxy-tetrahydrodipicolinate synthase	Amino acid transport and metabolism	A0A0U3FGJ3	NC_007181.1
SACI_RS00780	Saci_0164	Saci_0164	Sacid_00158		131846.0	132274.0	-	winged helix-turn-helix transcriptional regulator	hypothetical protein	Transcription	A0A0U3F8I0	NC_007181.1
SACI_RS00785	Saci_0165	Saci_0165	Sacid_00159		132333.0	135161.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GL06	NC_007181.1
SACI_RS00790	rocA1	Saci_0166	Sacid_00160		135347.0	136912.0	+	aldehyde dehydrogenase family protein	1-pyrroline-5-carboxylate dehydrogenase 1	Energy production and conversion	A0A0U2Y9D9	NC_007181.1
SACI_RS00795	Saci_0167	Saci_0167	Sacid_00161		136962.0	137603.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3HB35	NC_007181.1
SACI_RS00800	yccU	Saci_0168	Sacid_00162		137735.0	138160.0	-	CoA-binding protein	putative protein YccU	Function unknown	A0A0U3HB23	NC_007181.1
SACI_RS00805	Saci_0169	Saci_0169	Sacid_00163		138313.0	138495.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GH30	NC_007181.1
SACI_RS00815	Saci_0171	Saci_0171	Sacid_00164		138856.0	139191.0	-	transcription factor S	hypothetical protein	Transcription	A0A0U2NFY8	NC_007181.1
SACI_RS00820	Saci_0172	Saci_0172	Sacid_00165		139218.0	139466.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3HML8	NC_007181.1
SACI_RS00825	Saci_0173	Saci_0173	Sacid_00166		139463.0	139735.0	-	DNA-directed RNA polymerase subunit L	hypothetical protein	Transcription	A0A0U3FP06	NC_007181.1
SACI_RS00830	Saci_0174	Saci_0174	Sacid_00167		139725.0	140291.0	-	exosome complex RNA-binding protein Csl4	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3FG21	NC_007181.1
SACI_RS00835	dph2	Saci_0175	Sacid_00168		140298.0	141302.0	-	diphthamide biosynthesis enzyme Dph2	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GU07	NC_007181.1
SACI_RS00840	Saci_0176	Saci_0176	Sacid_00169		141299.0	141829.0	-	50S ribosomal protein L16	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GV37	NC_007181.1
SACI_RS00845	SACI_RS00845		Sacid_00170		141860.0	142120.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FNU1	NC_007181.1
SACI_RS00850	Saci_0177	Saci_0177	Sacid_00171		142098.0	143135.0	-	hypothetical protein	hypothetical protein	"Replication, recombination and repair"	A0A0U2NA94	NC_007181.1
SACI_RS00855	Saci_0178	Saci_0178	Sacid_00172		143120.0	144070.0	-	flippase-like domain-containing protein	hypothetical protein	Function unknown	A0A0U3GPE9	NC_007181.1
SACI_RS00860	ttuC	Saci_0179	Sacid_00173		144039.0	144911.0	-	ELSA/Uba4p/ThiF E1-like enzyme (HesA/MoeB/ThiF family) [needed to bind with Urn1]	Sulfur carrier protein adenylyltransferase	Coenzyme transport and metabolism	A0A0U3H5U9	NC_007181.1
SACI_RS00865	aptA	Saci_0180	Sacid_00174		144979.0	145794.0	+	transketolase	Apulose-4-phosphate transketolase subunit A	Carbohydrate transport and metabolism	A0A0U3FGH7	NC_007181.1
SACI_RS00870	aptB	Saci_0181	Sacid_00175		145763.0	146704.0	+	transketolase family protein	Apulose-4-phosphate transketolase subunit B	Carbohydrate transport and metabolism	A0A0U3F8G1	NC_007181.1
SACI_RS00875	tyrA	Saci_0182	Sacid_00176		146701.0	147726.0	+	chorismate mutase	T-protein	Amino acid transport and metabolism	A0A0U3GKY7	NC_007181.1
SACI_RS00880	aroF	Saci_0183	Sacid_00177		147730.0	148722.0	+	3-deoxy-7-phosphoheptulonate synthase	Phospho-2-dehydro-3-deoxyheptonate aldolase	Amino acid transport and metabolism	A0A0U3GM68	NC_007181.1
SACI_RS00885	aroB_1	Saci_0184	Sacid_00178		148719.0	149780.0	+	3-dehydroquinate synthase	3-dehydroquinate synthase	Amino acid transport and metabolism	A0A0U3HB20	NC_007181.1
SACI_RS00890	aroE	Saci_0185	Sacid_00179		149768.0	150559.0	+	shikimate dehydrogenase	Shikimate dehydrogenase (NADP(+))	Amino acid transport and metabolism	A0A0U3HB10	NC_007181.1
SACI_RS00895	aroC	Saci_0186	Sacid_00180		150537.0	151712.0	+	chorismate synthase	Chorismate synthase	Amino acid transport and metabolism	A0A0U3FWQ1	NC_007181.1
SACI_RS00900	thrB_1	Saci_0187	Sacid_00181		151685.0	152470.0	+	shikimate kinase	Homoserine kinase	Amino acid transport and metabolism	A0A0U3GH14	NC_007181.1
SACI_RS00905	aroA	Saci_0188	Sacid_00182		152482.0	153684.0	+	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	Amino acid transport and metabolism	UPI0009B5D3C7	NC_007181.1
SACI_RS00910	aroD	Saci_0189	Sacid_00183		153665.0	154324.0	+	type I 3-dehydroquinate dehydratase	3-dehydroquinate dehydratase	Amino acid transport and metabolism	A0A0U3FPR1	NC_007181.1
SACI_RS00915	Saci_0190	Saci_0190	Sacid_00184		154288.0	154590.0	-	Rieske (2Fe-2S) protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3FG13	NC_007181.1
SACI_RS00920	Saci_0191	Saci_0191	Sacid_00185		154751.0	155041.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GTZ2	NC_007181.1
SACI_RS00925	dinG	Saci_0192	Sacid_00186		155041.0	156696.0	+	ATP-dependent DNA helicase	3'-5' exonuclease DinG	"Replication, recombination and repair"	A0A0U3H3A2	NC_007181.1
SACI_RS00930	Saci_0193	Saci_0193	Sacid_00187		156693.0	157496.0	+	thioredoxin family protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3HBY5	NC_007181.1
SACI_RS00935	Saci_0194	Saci_0194	Sacid_00188		157512.0	157739.0	+	hypothetical protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	F2Z601	NC_007181.1
SACI_RS00940	sodA	Saci_0195	Sacid_00189	sodF	157840.0	158475.0	+	superoxide dismutase	Superoxide dismutase [Mn/Fe]	Inorganic ion transport and metabolism	A0A0U3FNS6	NC_007181.1
SACI_RS00945	cugP_1	Saci_0196	Sacid_00190		158508.0	159587.0	+	NDP-sugar synthase	UTP--glucose-1-phosphate uridylyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U2NA86	NC_007181.1
SACI_RS00950	SACI_RS00950		Sacid_00191		159625.0	160275.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W518	NC_007181.1
SACI_RS00955	Saci_0198	Saci_0198	Sacid_00192		160314.0	162212.0	+	thioredoxin domain-containing protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FY45	NC_007181.1
SACI_RS00960	fabG_2	Saci_0199	Sacid_00193		162209.0	162913.0	+	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	A0A0U2X148	NC_007181.1
SACI_RS00965	nucS	Saci_0200	Sacid_00194		162967.0	163719.0	+	endonuclease NucS	Endonuclease NucS	"Replication, recombination and repair"	A0A0U2Y9A9	NC_007181.1
SACI_RS00970	Saci_0201	Saci_0201	Sacid_00195		163640.0	164668.0	+	glycosyltransferase family 2 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GM53	NC_007181.1
SACI_RS00975	Saci_0202	Saci_0202	Sacid_00196		164665.0	165033.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H478	NC_007181.1
SACI_RS00980	segB	Saci_0203	Sacid_00197		165123.0	165578.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FWP0	NC_007181.1
SACI_RS00985	segA	Saci_0204	Sacid_00198	"parA, soj"	165575.0	166237.0	-	"ATPase involved in chromosome partitioning ParA family, ParA family protein"	Sporulation initiation inhibitor protein Soj	"Cell cycle control, cell division, chromosome partitioning"	A0A0U2NFX3	NC_007181.1
SACI_RS00990	lutA	Saci_0205	Sacid_00199		166310.0	167272.0	-	(Fe-S)-binding protein	Lactate utilization protein A	Energy production and conversion	A0A0U2VWD5	NC_007181.1
SACI_RS00995	Saci_0206	Saci_0206	Sacid_00200		167263.0	168642.0	-	FAD-binding protein	putative FAD-linked oxidoreductase	Energy production and conversion	A0A0U3FNW7	NC_007181.1
SACI_RS01000	Saci_0207	Saci_0207	Sacid_00201		168792.0	169754.0	+	FAD-binding oxidoreductase	hypothetical protein	Energy production and conversion	A0A0U3FFZ8	NC_007181.1
SACI_RS01005	Saci_0208	Saci_0208	Sacid_00202		169751.0	170665.0	-	2-oxoacid ferredoxin oxidoreductase subunit beta	hypothetical protein	Energy production and conversion	A0A0U2Y1J0	NC_007181.1
SACI_RS01010	korA	Saci_0209	Sacid_00203		170652.0	172535.0	-	2-oxoacid:acceptor oxidoreductase subunit alpha	2-oxoglutarate oxidoreductase subunit KorA	Energy production and conversion	A0A0U3GV11	NC_007181.1
SACI_RS01015	Saci_0210	Saci_0210	Sacid_00204		172652.0	173464.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3HBW9	NC_007181.1
SACI_RS01020	yafV	Saci_0211	Sacid_00205		173496.0	174212.0	-	carbon-nitrogen hydrolase family protein	Omega-amidase YafV	Coenzyme transport and metabolism	A0A0U3H3S9	NC_007181.1
SACI_RS01025	IMPDH_2	Saci_0212	Sacid_00206		174209.0	175342.0	-	CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	Function unknown	A0A0U3GPA9	NC_007181.1
SACI_RS01030	acuC	Saci_0213	Sacid_00207		175393.0	176433.0	+	acetoin utilization protein AcuC	Acetoin utilization protein AcuC	Chromatin structure and dynamics	A0A0U2W4Z9	NC_007181.1
SACI_RS01035	purT	Saci_0214	Sacid_00208		176428.0	177624.0	-	formate-dependent phosphoribosylglycinamide formyltransferase	Formate-dependent phosphoribosylglycinamide formyltransferase	Nucleotide transport and metabolism	A0A0U3FGE0	NC_007181.1
SACI_RS01040	Saci_0215	Saci_0215	Sacid_00209		177638.0	178252.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2X131	NC_007181.1
SACI_RS01045	Saci_0216	Saci_0216	Sacid_00210		178302.0	178952.0	+	phosphatidate cytidylyltransferase	hypothetical protein	No COG annotation	A0A0U3GKT8	NC_007181.1
SACI_RS01050	Saci_0217	Saci_0217	Sacid_00211		178908.0	179534.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3HAY7	NC_007181.1
SACI_RS01055	Saci_0218	Saci_0218	Sacid_00212		179632.0	180072.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H461	NC_007181.1
SACI_RS01060	Saci_0219	Saci_0219	Sacid_00213		180060.0	181058.0	-	FAD-binding oxidoreductase	hypothetical protein	Amino acid transport and metabolism	A0A0U3FWM9	NC_007181.1
SACI_RS01065	Saci_0220	Saci_0220	Sacid_00214		181095.0	181892.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2NFW2	NC_007181.1
SACI_RS01070	moaB	Saci_0221	Sacid_00215		181889.0	182425.0	+	MogA/MoaB family molybdenum cofactor biosynthesis protein	Molybdenum cofactor biosynthesis protein B	Coenzyme transport and metabolism	A0A0U2VWC3	NC_007181.1
SACI_RS01075	Saci_0222	Saci_0222	Sacid_00216		182422.0	182907.0	+	DUF1286 domain-containing protein	hypothetical protein	Function unknown	A0A0U3FPN9	NC_007181.1
SACI_RS01080	Saci_0223	Saci_0223	Sacid_00217		183419.0	183763.0	-	PaREP1 family protein	hypothetical protein	Function unknown	UPI0009B5C84D	NC_007181.1
SACI_RS01085	Saci_0224	Saci_0224	Sacid_00218		183747.0	184130.0	-	PaREP1 family protein	hypothetical protein	Function unknown	M1IMM7	NC_007181.1
SACI_RS01090	KDGA	Saci_0225	Sacid_00221	nanA	186300.0	187166.0	+	dihydrodipicolinate synthase family protein	N-acetylneuraminate lyase	Amino acid transport and metabolism	A0A0U3GTV7	NC_007181.1
SACI_RS01095	kdgK	Saci_0226	Sacid_00222		187177.0	188112.0	+	sugar kinase	2-dehydro-3-deoxygluconokinase	Carbohydrate transport and metabolism	A0A0U3H3A1	NC_007181.1
SACI_RS01100	gapN	Saci_0227	Sacid_00223		188141.0	189664.0	+	aldehyde dehydrogenase family protein	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	Energy production and conversion	A0A0U3FNP7	NC_007181.1
SACI_RS01105	Saci_0228	Saci_0228	Sacid_00224		189727.0	190044.0	-	Rieske 2Fe-2S domain-containing protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2NA72	NC_007181.1
SACI_RS01110	Saci_0229	Saci_0229	Sacid_00225		190498.0	191061.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GP95	NC_007181.1
SACI_RS01115	SACI_RS01115		Sacid_00226		191187.0	191366.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W4Y9	NC_007181.1
SACI_RS01120	Saci_0230	Saci_0230	Sacid_00227		191363.0	192301.0	-	mechanosensitive ion channel family protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3F8B8	NC_007181.1
SACI_RS01125	Saci_0231	Saci_0231	Sacid_00228		192591.0	193658.0	+	encapsulin	hypothetical protein	Function unknown	A0A0U3GKS3	NC_007181.1
SACI_RS01130	Saci_0232	Saci_0232	Sacid_00229		193627.0	194217.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y979	NC_007181.1
SACI_RS01135	Saci_0233	Saci_0233	Sacid_00230		194295.0	195149.0	+	lysine exporter LysO family protein	hypothetical protein	Function unknown	A0A0U3HAX4	NC_007181.1
SACI_RS01140	lgoT	Saci_0234	Sacid_00231		195146.0	196270.0	+	MFS transporter	putative L-galactonate transporter	Carbohydrate transport and metabolism	A0A0U3HAV7	NC_007181.1
SACI_RS01145	Saci_0236	Saci_0236	Sacid_00232		196255.0	196752.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FWL8	NC_007181.1
SACI_RS01150	Saci_0237	Saci_0237	Sacid_00233		196832.0	197806.0	+	hypothetical protein	hypothetical protein	Function unknown	A0A0U2NFV2	NC_007181.1
SACI_RS01155	fabG_3	Saci_0238	Sacid_00234		197851.0	198606.0	-	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	A0A0U3HMF8	NC_007181.1
SACI_RS01160	gph_2	Saci_0239	Sacid_00235		198658.0	199305.0	+	HAD-IA family hydrolase	Phosphoglycolate phosphatase	Function unknown	A0A0U2WTF7	NC_007181.1
SACI_RS01165	miaB_1	Saci_0240	Sacid_00236		199277.0	200863.0	-	B12-binding domain-containing radical SAM protein	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	Energy production and conversion	A0A0U2Y1G9	NC_007181.1
SACI_RS01170	Saci_0241	Saci_0241	Sacid_00237		201088.0	201432.0	-	hypothetical protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GTU2	NC_007181.1
SACI_RS01175	czcD	Saci_0242	Sacid_00238		201884.0	202708.0	+	cation transporter	"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"	Inorganic ion transport and metabolism	A0A0U3FS27	NC_007181.1
SACI_RS01180	gltA	Saci_0243	Sacid_00239		202705.0	203805.0	-	citrate synthase	Citrate synthase	Energy production and conversion	A0A0U3GUY4	NC_007181.1
SACI_RS01190	mmgF	Saci_0244	Sacid_00241	prpB	204081.0	204923.0	-	methylisocitrate lyase	2-methylisocitrate lyase	Carbohydrate transport and metabolism	A0A0U2NA61	NC_007181.1
SACI_RS01195	prpD2	Saci_0245	Sacid_00242		204898.0	206193.0	-	MmgE/PrpD family protein	2-methylcitrate dehydratase 2	Function unknown	A0A0U3GP78	NC_007181.1
SACI_RS01200	ldh	Saci_0246	Sacid_00243		206397.0	207317.0	+	malate dehydrogenase	L-lactate dehydrogenase	Energy production and conversion	A0A0U2W4W9	NC_007181.1
SACI_RS01205	ghrB	Saci_0247	Sacid_00244		207319.0	208218.0	+	3-phosphoglycerate dehydrogenase	Glyoxylate/hydroxypyruvate reductase B	Energy production and conversion	A0A0U3FY02	NC_007181.1
SACI_RS01210	Saci_0248	Saci_0248	Sacid_00245		208297.0	208731.0	+	EVE domain-containing protein	hypothetical protein	Function unknown	UPI0009B59A42	NC_007181.1
SACI_RS01215	Saci_0249	Saci_0249	Sacid_00246		208803.0	209942.0	+	alanine--glyoxylate aminotransferase family protein	Serine-pyruvate aminotransferase	Amino acid transport and metabolism	A0A0U3HI91	NC_007181.1
SACI_RS01220	bluB	Saci_0250	Sacid_00247		209952.0	210617.0	+	"5,6-dimethylbenzimidazole synthase"	"5,6-dimethylbenzimidazole synthase"	Energy production and conversion	A0A0U2X101	NC_007181.1
SACI_RS01225	Saci_0251	Saci_0251	Sacid_00248		210738.0	210971.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GLZ9	NC_007181.1
SACI_RS01230	dmdB	Saci_0252	Sacid_00249		211084.0	211569.0	-	3-isopropylmalate dehydratase small subunit	"2,3-dimethylmalate dehydratase small subunit"	Amino acid transport and metabolism	A0A0U3H434	NC_007181.1
SACI_RS01235	leuC	Saci_0253	Sacid_00250		211569.0	212813.0	-	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	Amino acid transport and metabolism	A0A0U3GWF6	NC_007181.1
SACI_RS01240	tatC	Saci_0254	Sacid_00251		212877.0	213713.0	-	twin-arginine translocase subunit TatC	Sec-independent protein translocase protein TatC	"Intracellular trafficking, secretion, and vesicular transport"	A0A0U3FWJ9	NC_007181.1
SACI_RS01245	Saci_0255	Saci_0255	Sacid_00252		213685.0	214068.0	-	hypothetical protein	hypothetical protein	"Intracellular trafficking, secretion, and vesicular transport"	A0A0U2NFU1	NC_007181.1
SACI_RS01250	tatA	Saci_0256	Sacid_00253		214096.0	214386.0	-	twin-arginine translocase TatA/TatE family subunit	Sec-independent protein translocase protein TatA	"Intracellular trafficking, secretion, and vesicular transport"	A0A0U3HME3	NC_007181.1
SACI_RS01255	nrtD	Saci_0257	Sacid_00254		214660.0	215376.0	+	ABC transporter ATP-binding protein	Nitrate import ATP-binding protein NrtD	Amino acid transport and metabolism	A0A0U2WTE5	NC_007181.1
SACI_RS01260	Saci_0258	Saci_0258	Sacid_00255		215373.0	217004.0	+	ABC transporter permease subunit	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2Y1E3	NC_007181.1
SACI_RS01265	cfiB	Saci_0260	Sacid_00256		217169.0	218701.0	+	biotin carboxylase	2-oxoglutarate carboxylase small subunit	Lipid transport and metabolism	A0A0U3H337	NC_007181.1
SACI_RS01270	Saci_0261	Saci_0261	Sacid_00257		218701.0	219204.0	+	biotin/lipoyl-binding protein	hypothetical protein	Lipid transport and metabolism	A0A0U3GUX2	NC_007181.1
SACI_RS01275	Saci_0262	Saci_0262	Sacid_00258		219222.0	220781.0	+	acyl-CoA carboxylase subunit beta	Methylmalonyl-CoA carboxyltransferase 12S subunit	Lipid transport and metabolism	A0A0U3FNL5	NC_007181.1
SACI_RS01280	Saci_0263	Saci_0263	Sacid_00259		220907.0	223024.0	-	DEAD/DEAH box helicase	hypothetical protein	"Replication, recombination and repair"	A0A0U2NA50	NC_007181.1
SACI_RS01285	Saci_0264	Saci_0264	Sacid_00260		223187.0	223384.0	+	"ribbon-helix-helix protein, CopG family"	hypothetical protein	Transcription	A0A0U3GP64	NC_007181.1
SACI_RS01290	cysP	Saci_0265	Sacid_00261		223381.0	224352.0	+	inorganic phosphate transporter	Sulfate permease CysP	Inorganic ion transport and metabolism	A0A0U3FGA6	NC_007181.1
SACI_RS01295	Saci_0266	Saci_0266	Sacid_00262		224341.0	225003.0	-	"Phosphate transport regulator (distant homolog of PhoU), DUF47 family protein"	hypothetical protein	Inorganic ion transport and metabolism	Q4JBZ7	NC_007181.1
SACI_RS01300	Saci_0267	Saci_0267	Sacid_00263		225059.0	226192.0	-	DUF763 domain-containing protein	hypothetical protein	Function unknown	A0A0U2X0Y1	NC_007181.1
SACI_RS01305	Saci_0268	Saci_0268	Sacid_00264		226230.0	226892.0	+	metallophosphatase family protein	hypothetical protein	Function unknown	A0A0U2Y947	NC_007181.1
SACI_RS01310	Saci_0269	Saci_0269	Sacid_00265		226899.0	227720.0	-	transposase	hypothetical protein	"Replication, recombination and repair"	A0A0U3H415	NC_007181.1
SACI_RS01315	Saci_0270	Saci_0270	Sacid_00266		227747.0	228460.0	-	class II glutamine amidotransferase	hypothetical protein	Function unknown	A0A0U3HAS8	NC_007181.1
