locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS00720	Saci_0151	Saci_0151	Sacid_00146		121201	122121	+	bifunctional phosphoglucose/phosphomannose isomerase	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3GH45	NC_007181.1	Op83
SACI_RS00725	cysS	Saci_0152	Sacid_00147		122124	123533	+	cysteine--tRNA ligase	Cysteine--tRNA ligase	Translation, ribosomal structure and biogenesis	A0A0U3HMN3	NC_007181.1	Op83
SACI_RS00730	rppH	Saci_0153	Sacid_00148		123514	123954	-	NUDIX hydrolase	RNA pyrophosphohydrolase	Nucleotide transport and metabolism	A0A0U3FPU3	NC_007181.1	Op84
SACI_RS00735	Saci_0154	Saci_0154	Sacid_00149		124051	125265	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GWY5	NC_007181.1	Op85
SACI_RS00740	gdhA	Saci_0155	Sacid_00150		125386	126657	+	Glu/Leu/Phe/Val dehydrogenase	Glutamate dehydrogenase	Amino acid transport and metabolism	A0A0U2Y1N7	NC_007181.1	Op86
SACI_RS00745	Saci_0156	Saci_0156	Sacid_00151		126658	126939	-	DUF131 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3GU18	NC_007181.1	Op87
SACI_RS00750	recF	Saci_0157	Sacid_00152		126944	128431	-	AAA family ATPase	DNA replication and repair protein RecF	General Function Prediction Only	A0A0U3H3G4	NC_007181.1	Op87
SACI_RS00755	fabG_1	Saci_0158	Sacid_00153		128542	129330	-	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	UPI000055217E	NC_007181.1	Op88
SACI_RS00760	udg	Saci_0159	Sacid_00154		129299	129940	-	uracil-DNA glycosylase	Type-4 uracil-DNA glycosylase	Replication, recombination and repair	A0A0U3HC18	NC_007181.1	Op88
SACI_RS00765	Saci_0160	Saci_0160	Sacid_00155		130142	130450	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NAA2	NC_007181.1	Op89
SACI_RS00770	Saci_0161	Saci_0161	Sacid_00156		130496	130894	-	metal-dependent transcriptional regulator	hypothetical protein	Transcription	A0A0U3HF49	NC_007181.1	Op90
SACI_RS00775	dapA	Saci_0162	Sacid_00157		130936	131793	+	dihydrodipicolinate synthase family protein	4-hydroxy-tetrahydrodipicolinate synthase	Amino acid transport and metabolism	A0A0U3FGJ3	NC_007181.1	Op91
SACI_RS00780	Saci_0164	Saci_0164	Sacid_00158		131846	132274	-	winged helix-turn-helix transcriptional regulator	hypothetical protein	Transcription	A0A0U3F8I0	NC_007181.1	Op92
SACI_RS00785	Saci_0165	Saci_0165	Sacid_00159		132333	135161	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GL06	NC_007181.1	Op93
SACI_RS00790	rocA1	Saci_0166	Sacid_00160		135347	136912	+	aldehyde dehydrogenase family protein	1-pyrroline-5-carboxylate dehydrogenase 1	Energy production and conversion	A0A0U2Y9D9	NC_007181.1	Op94
SACI_RS00795	Saci_0167	Saci_0167	Sacid_00161		136962	137603	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HB35	NC_007181.1	Op95
SACI_RS00800	yccU	Saci_0168	Sacid_00162		137735	138160	-	CoA-binding protein	putative protein YccU	General Function Prediction Only	A0A0U3HB23	NC_007181.1	Op96
SACI_RS00805	Saci_0169	Saci_0169	Sacid_00163		138313	138495	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GH30	NC_007181.1	Op97
SACI_RS00815	tfs	Saci_0171	Sacid_00164		138856	139191	-	transcription factor S	hypothetical protein	Transcription	A0A0U2NFY8	NC_007181.1	Op98
SACI_RS00820	Saci_0172	Saci_0172	Sacid_00165		139218	139466	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HML8	NC_007181.1	Op98
SACI_RS00825	rpoL	Saci_0173	Sacid_00166		139463	139735	-	DNA-directed RNA polymerase subunit L	hypothetical protein	Transcription	A0A0U3FP06	NC_007181.1	Op98
SACI_RS00830	Saci_0174	Saci_0174	Sacid_00167		139725	140291	-	exosome complex RNA-binding protein Csl4	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FG21	NC_007181.1	Op98
SACI_RS00835	dph2	Saci_0175	Sacid_00168		140298	141302	-	diphthamide biosynthesis enzyme Dph2	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GU07	NC_007181.1	Op98
SACI_RS00840	rpl10e	Saci_0176	Sacid_00169		141299	141829	-	50S ribosomal protein L16, 50S ribosomal protein L10e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GV37	NC_007181.1	Op98
SACI_RS00845	SACI_RS00845		Sacid_00170		141860	142120	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FNU1	NC_007181.1	Op98
SACI_RS00850	recJdbh	Saci_0177	Sacid_00171		142098	143135	-	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U2NA94	NC_007181.1	Op99
SACI_RS00855	Saci_0178	Saci_0178	Sacid_00172		143120	144070	-	flippase-like domain-containing protein	hypothetical protein	Function Unknown	A0A0U3GPE9	NC_007181.1	Op99
SACI_RS00860	ttuC	Saci_0179	Sacid_00173		144039	144911	-	ELSA/Uba4p/ThiF E1-like enzyme (HesA/MoeB/ThiF family) [needed to bind with Urn1]	Sulfur carrier protein adenylyltransferase	Coenzyme transport and metabolism	A0A0U3H5U9	NC_007181.1	Op99
SACI_RS00865	aptA	Saci_0180	Sacid_00174		144979	145794	+	transketolase	Apulose-4-phosphate transketolase subunit A	Carbohydrate transport and metabolism	A0A0U3FGH7	NC_007181.1	Op100
SACI_RS00870	aptB	Saci_0181	Sacid_00175		145763	146704	+	transketolase family protein	Apulose-4-phosphate transketolase subunit B	Carbohydrate transport and metabolism	A0A0U3F8G1	NC_007181.1	Op100
SACI_RS00875	tyrA	Saci_0182	Sacid_00176		146701	147726	+	chorismate mutase	T-protein	Amino acid transport and metabolism	A0A0U3GKY7	NC_007181.1	Op100
SACI_RS00880	aroF	Saci_0183	Sacid_00177		147730	148722	+	3-deoxy-7-phosphoheptulonate synthase	Phospho-2-dehydro-3-deoxyheptonate aldolase	Amino acid transport and metabolism	A0A0U3GM68	NC_007181.1	Op100
SACI_RS00885	aroB	Saci_0184	Sacid_00178	aroB_1	148719	149780	+	3-dehydroquinate synthase	3-dehydroquinate synthase	Amino acid transport and metabolism	A0A0U3HB20	NC_007181.1	Op100
SACI_RS00890	aroE	Saci_0185	Sacid_00179		149768	150559	+	shikimate dehydrogenase	Shikimate dehydrogenase (NADP(+))	Amino acid transport and metabolism	A0A0U3HB10	NC_007181.1	Op100
SACI_RS00895	aroC	Saci_0186	Sacid_00180		150537	151712	+	chorismate synthase	Chorismate synthase	Amino acid transport and metabolism	A0A0U3FWQ1	NC_007181.1	Op101
SACI_RS00900	aroK	Saci_0187	Sacid_00181	thrB_1	151685	152470	+	shikimate kinase	Homoserine kinase	Amino acid transport and metabolism	A0A0U3GH14	NC_007181.1	Op101
SACI_RS00905	aroA	Saci_0188	Sacid_00182		152482	153684	+	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	Amino acid transport and metabolism	UPI0009B5D3C7	NC_007181.1	Op101
SACI_RS00910	aroD	Saci_0189	Sacid_00183		153665	154324	+	type I 3-dehydroquinate dehydratase	3-dehydroquinate dehydratase	Amino acid transport and metabolism	A0A0U3FPR1	NC_007181.1	Op101
SACI_RS00915	Saci_0190	Saci_0190	Sacid_00184		154288	154590	-	Rieske (2Fe-2S) protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3FG13	NC_007181.1	Op102
SACI_RS00920	Saci_0191	Saci_0191	Sacid_00185		154751	155041	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GTZ2	NC_007181.1	Op103
SACI_RS00925	xpd	Saci_0192	Sacid_00186	dinG	155041	156696	+	ATP-dependent DNA helicase, archaeal nucleotide excision repair protein	3'-5' exonuclease DinG	Transcription	A0A0U3H3A2	NC_007181.1	Op103
SACI_RS00930	Saci_0193	Saci_0193	Sacid_00187		156693	157496	+	thioredoxin family protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3HBY5	NC_007181.1	Op103
SACI_RS00935	Saci_0194	Saci_0194	Sacid_00188		157512	157739	+	hypothetical protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	F2Z601	NC_007181.1	Op103
SACI_RS00940	sod	Saci_0195	Sacid_00189	sodA, sodF	157840	158475	+	Superoxide dismutase [Fe]	Superoxide dismutase [Mn/Fe]	Inorganic ion transport and metabolism	A0A0U3FNS6	NC_007181.1	Op104
SACI_RS00945	mpg1	Saci_0196	Sacid_00190	cugP_1	158508	159587	+	NDP-sugar synthase, putative mannose-1-phosphate guanyltransferase, N-acetylglucosamine-1-phosphate uridyltransferase	UTP--glucose-1-phosphate uridylyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U2NA86	NC_007181.1	Op104
SACI_RS00950	SACI_RS00950		Sacid_00191		159625	160275	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2W518	NC_007181.1	Op104
SACI_RS00955	Saci_0198	Saci_0198	Sacid_00192		160314	162212	+	thioredoxin domain-containing protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3FY45	NC_007181.1	Op104
SACI_RS00960	fabG_2	Saci_0199	Sacid_00193		162209	162913	+	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	A0A0U2X148	NC_007181.1	Op104
SACI_RS00965	nucS	Saci_0200	Sacid_00194		162967	163719	+	endonuclease NucS	Endonuclease NucS	Replication, recombination and repair	A0A0U2Y9A9	NC_007181.1	Op105
SACI_RS00970	Saci_0201	Saci_0201	Sacid_00195		163640	164668	+	glycosyltransferase family 2 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GM53	NC_007181.1	Op105
SACI_RS00975	Saci_0202	Saci_0202	Sacid_00196		164665	165033	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3H478	NC_007181.1	Op105
SACI_RS00980	segB	Saci_0203	Sacid_00197		165123	165578	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWP0	NC_007181.1	Op106
SACI_RS00985	segA	Saci_0204	Sacid_00198	parA, soj	165575	166237	-	ATPase involved in chromosome partitioning ParA family, ParA family protein	Sporulation initiation inhibitor protein Soj	Cell cycle control, cell division, chromosome partitioning	A0A0U2NFX3	NC_007181.1	Op106
SACI_RS00990	lutA	Saci_0205	Sacid_00199		166310	167272	-	(Fe-S)-binding protein	Lactate utilization protein A	Energy production and conversion	A0A0U2VWD5	NC_007181.1	Op107
SACI_RS00995	glcD	Saci_0206	Sacid_00200		167263	168642	-	glycolate oxidase (FAD-binding)	putative FAD-linked oxidoreductase	Energy production and conversion	A0A0U3FNW7	NC_007181.1	Op107
SACI_RS01000	Saci_0207	Saci_0207	Sacid_00201		168792	169754	+	FAD-binding oxidoreductase	hypothetical protein	Energy production and conversion	A0A0U3FFZ8	NC_007181.1	Op108
SACI_RS01005	Saci_0208	Saci_0208	Sacid_00202		169751	170665	-	2-oxoacid ferredoxin oxidoreductase subunit beta	hypothetical protein	Energy production and conversion	A0A0U2Y1J0	NC_007181.1	Op109
SACI_RS01010	korA	Saci_0209	Sacid_00203		170652	172535	-	2-oxoacid:acceptor oxidoreductase subunit alpha	2-oxoglutarate oxidoreductase subunit KorA	Energy production and conversion	A0A0U3GV11	NC_007181.1	Op109
SACI_RS01015	Saci_0210	Saci_0210	Sacid_00204		172652	173464	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HBW9	NC_007181.1	Op110
SACI_RS01020	yafV	Saci_0211	Sacid_00205		173496	174212	-	carbon-nitrogen hydrolase family protein	Omega-amidase YafV	General Function Prediction Only	A0A0U3H3S9	NC_007181.1	Op110
SACI_RS01025	IMPDH_2	Saci_0212	Sacid_00206		174209	175342	-	CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	General Function Prediction Only	A0A0U3GPA9	NC_007181.1	Op110
SACI_RS01030	acuC	Saci_0213	Sacid_00207		175393	176433	+	acetoin utilization protein AcuC	Acetoin utilization protein AcuC	General Function Prediction Only	A0A0U2W4Z9	NC_007181.1	Op111
SACI_RS01035	purT	Saci_0214	Sacid_00208		176428	177624	-	formate-dependent phosphoribosylglycinamide formyltransferase	Formate-dependent phosphoribosylglycinamide formyltransferase	Nucleotide transport and metabolism	A0A0U3FGE0	NC_007181.1	Op112
SACI_RS01040	Saci_0215	Saci_0215	Sacid_00209		177638	178252	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2X131	NC_007181.1	Op112
SACI_RS01045	Saci_0216	Saci_0216	Sacid_00210		178302	178952	+	phosphatidate cytidylyltransferase	hypothetical protein	Lipid transport and metabolism	A0A0U3GKT8	NC_007181.1	Op113
SACI_RS01050	Saci_0217	Saci_0217	Sacid_00211		178908	179534	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HAY7	NC_007181.1	Op114
SACI_RS01055	Saci_0218	Saci_0218	Sacid_00212		179632	180072	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H461	NC_007181.1	Op115
SACI_RS01060	Saci_0219	Saci_0219	Sacid_00213		180060	181058	-	FAD-binding oxidoreductase	hypothetical protein	Amino acid transport and metabolism	A0A0U3FWM9	NC_007181.1	Op116
SACI_RS01065	Saci_0220	Saci_0220	Sacid_00214		181095	181892	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U2NFW2	NC_007181.1	Op117
SACI_RS01070	moaB	Saci_0221	Sacid_00215		181889	182425	+	MogA/MoaB family molybdenum cofactor biosynthesis protein	Molybdenum cofactor biosynthesis protein B	Coenzyme transport and metabolism	A0A0U2VWC3	NC_007181.1	Op117
SACI_RS01075	Saci_0222	Saci_0222	Sacid_00216		182422	182907	+	DUF1286 domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3FPN9	NC_007181.1	Op117
SACI_RS01080	Saci_0223	Saci_0223	Sacid_00217		183419	183763	-	PaREP1 family protein	hypothetical protein	General Function Prediction Only	UPI0009B5C84D	NC_007181.1	Op118
SACI_RS01085	Saci_0224	Saci_0224	Sacid_00218		183747	184130	-	PaREP1 family protein	hypothetical protein	General Function Prediction Only	M1IMM7	NC_007181.1	Op118
SACI_RS01090	KDGA	Saci_0225	Sacid_00221	nanA, KDPGA	186300	187166	+	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	N-acetylneuraminate lyase	Amino acid transport and metabolism	A0A0U3GTV7	NC_007181.1	Op119
SACI_RS01095	kdgK	Saci_0226	Sacid_00222		187177	188112	+	sugar kinase	2-dehydro-3-deoxygluconokinase	Carbohydrate transport and metabolism	A0A0U3H3A1	NC_007181.1	Op119
SACI_RS01100	gapN	Saci_0227	Sacid_00223		188141	189664	+	glyceraldehyde-3-phosphate dehydrogenase	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	Energy production and conversion	A0A0U3FNP7	NC_007181.1	Op119
SACI_RS01105	Saci_0228	Saci_0228	Sacid_00224		189727	190044	-	Rieske 2Fe-2S domain-containing protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2NA72	NC_007181.1	Op120
SACI_RS01110	Saci_0229	Saci_0229	Sacid_00225		190498	191061	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GP95	NC_007181.1	Op121
SACI_RS01115	SACI_RS01115		Sacid_00226		191187	191366	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2W4Y9	NC_007181.1	Op122
SACI_RS01120	Saci_0230	Saci_0230	Sacid_00227		191363	192301	-	Small-conductance mechanosensitive ion channel	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3F8B8	NC_007181.1	Op122
SACI_RS01125	Saci_0231	Saci_0231	Sacid_00228		192591	193658	+	encapsulin	hypothetical protein	Function Unknown	A0A0U3GKS3	NC_007181.1	Op123
SACI_RS01130	Saci_0232	Saci_0232	Sacid_00229		193627	194217	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y979	NC_007181.1	Op124
SACI_RS01135	Saci_0233	Saci_0233	Sacid_00230		194295	195149	+	lysine exporter LysO family protein	hypothetical protein	Function Unknown	A0A0U3HAX4	NC_007181.1	Op125
SACI_RS01140	lgoT	Saci_0234	Sacid_00231		195146	196270	+	MFS transporter	putative L-galactonate transporter	Carbohydrate transport and metabolism	A0A0U3HAV7	NC_007181.1	Op125
SACI_RS01145	Saci_0236	Saci_0236	Sacid_00232		196255	196752	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWL8	NC_007181.1	Op126
SACI_RS01150	Saci_0237	Saci_0237	Sacid_00233		196832	197806	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U2NFV2	NC_007181.1	Op127
SACI_RS01155	fabG_3	Saci_0238	Sacid_00234		197851	198606	-	SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	A0A0U3HMF8	NC_007181.1	Op128
SACI_RS01160	gph_2	Saci_0239	Sacid_00235		198658	199305	+	HAD-IA family hydrolase	Phosphoglycolate phosphatase	General Function Prediction Only	A0A0U2WTF7	NC_007181.1	Op129
SACI_RS01165	grsB	Saci_0240	Sacid_00236	miaB_1	199277	200863	-	GDGT ring synthase B (B12-binding domain-containing radical SAM protein)	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	Energy production and conversion	A0A0U2Y1G9	NC_007181.1	Op130
SACI_RS01170	Saci_0241	Saci_0241	Sacid_00237		201088	201432	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GTU2	NC_007181.1	Op131
SACI_RS01175	czcD	Saci_0242	Sacid_00238		201884	202708	+	cation transporter	Cadmium, cobalt and zinc/H(+)-K(+) antiporter	Inorganic ion transport and metabolism	A0A0U3FS27	NC_007181.1	Op132
SACI_RS01180	gltA	Saci_0243	Sacid_00239	cisY	202705	203805	-	citrate synthase	Citrate synthase	Energy production and conversion	A0A0U3GUY4	NC_007181.1	Op133
SACI_RS01190	mmgF	Saci_0244	Sacid_00241	prpB	204081	204923	-	methylisocitrate lyase	2-methylisocitrate lyase	Carbohydrate transport and metabolism	A0A0U2NA61	NC_007181.1	Op134
SACI_RS01195	prpD2	Saci_0245	Sacid_00242		204898	206193	-	MmgE/PrpD family protein	2-methylcitrate dehydratase 2	General Function Prediction Only	A0A0U3GP78	NC_007181.1	Op135
SACI_RS01200	mdh	Saci_0246	Sacid_00243	ldh	206397	207317	+	malate dehydrogenase	L-lactate dehydrogenase	Energy production and conversion	A0A0U2W4W9	NC_007181.1	Op136
SACI_RS01205	ghrB	Saci_0247	Sacid_00244		207319	208218	+	3-phosphoglycerate dehydrogenase	Glyoxylate/hydroxypyruvate reductase B	Energy production and conversion	A0A0U3FY02	NC_007181.1	Op136
SACI_RS01210	Saci_0248	Saci_0248	Sacid_00245		208297	208731	+	EVE domain-containing protein	hypothetical protein	Function Unknown	UPI0009B59A42	NC_007181.1	Op137
SACI_RS01215	Saci_0249	Saci_0249	Sacid_00246		208803	209942	+	alanine--glyoxylate aminotransferase family protein	Serine-pyruvate aminotransferase	Amino acid transport and metabolism	A0A0U3HI91	NC_007181.1	Op138
SACI_RS01220	bluB	Saci_0250	Sacid_00247		209952	210617	+	5,6-dimethylbenzimidazole synthase	5,6-dimethylbenzimidazole synthase	Energy production and conversion	A0A0U2X101	NC_007181.1	Op138
SACI_RS01225	Saci_0251	Saci_0251	Sacid_00248		210738	210971	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GLZ9	NC_007181.1	Op139
SACI_RS01230	leuD	Saci_0252	Sacid_00249	dmdB	211084	211569	-	3-isopropylmalate dehydratase small subunit	2,3-dimethylmalate dehydratase small subunit	Amino acid transport and metabolism	A0A0U3H434	NC_007181.1	Op140
SACI_RS01235	leuC	Saci_0253	Sacid_00250		211569	212813	-	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	Amino acid transport and metabolism	A0A0U3GWF6	NC_007181.1	Op140
SACI_RS01240	tatC	Saci_0254	Sacid_00251		212877	213713	-	twin-arginine translocase subunit TatC	Sec-independent protein translocase protein TatC	Intracellular trafficking, secretion, and vesicular transport	A0A0U3FWJ9	NC_007181.1	Op141
SACI_RS01245	Saci_0255	Saci_0255	Sacid_00252		213685	214068	-	hypothetical protein	hypothetical protein	Intracellular trafficking, secretion, and vesicular transport	A0A0U2NFU1	NC_007181.1	Op142
SACI_RS01250	tatA	Saci_0256	Sacid_00253		214096	214386	-	twin-arginine translocase TatA/TatE family subunit	Sec-independent protein translocase protein TatA	Intracellular trafficking, secretion, and vesicular transport	A0A0U3HME3	NC_007181.1	Op142
SACI_RS01255	nrtD	Saci_0257	Sacid_00254		214660	215376	+	ABC transporter ATP-binding protein	Nitrate import ATP-binding protein NrtD	Inorganic ion transport and metabolism	A0A0U2WTE5	NC_007181.1	Op143
SACI_RS01260	Saci_0258	Saci_0258	Sacid_00255		215373	217004	+	ABC transporter permease subunit	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2Y1E3	NC_007181.1	Op143
SACI_RS01265	cfiB	Saci_0260	Sacid_00256	pycA	217169	218701	+	Acetyl-CoA/propionyl-CoA carboxylase subunit alpha (E1 alpha)	2-oxoglutarate carboxylase small subunit	Lipid transport and metabolism	A0A0U3H337	NC_007181.1	Op144
SACI_RS01270	Saci_0261	Saci_0261	Sacid_00257		218701	219204	+	Acetyl-CoA/propionyl-CoA carboxylase subunit beta (E1 beta)	hypothetical protein	Lipid transport and metabolism	A0A0U3GUX2	NC_007181.1	Op144
SACI_RS01275	Saci_0262	Saci_0262	Sacid_00258		219222	220781	+	Acetyl-CoA/propionyl-CoA carboxylase subunit gamma (E1 gamma)	Methylmalonyl-CoA carboxyltransferase 12S subunit	Lipid transport and metabolism	A0A0U3FNL5	NC_007181.1	Op144
SACI_RS01280	hel308	Saci_0263	Sacid_00259		220907	223024	-	DEAD/DEAH box helicase, ATP-dependent DNA helicase Hel308	hypothetical protein	Replication, recombination and repair	A0A0U2NA50	NC_007181.1	Op145
