locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS00855	NC_007181.1	143120.0	144070.0	-	Saci_0178	Saci_0178	Sacid_00172		flippase-like domain-containing protein	hypothetical protein	WP_015385378.1
SACI_RS00860	NC_007181.1	144039.0	144911.0	-	ttuC	Saci_0179	Sacid_00173		HesA/MoeB/ThiF family protein	Sulfur carrier protein adenylyltransferase	WP_011277099.1
SACI_RS00865	NC_007181.1	144979.0	145794.0	+	aptA	Saci_0180	Sacid_00174		transketolase	Apulose-4-phosphate transketolase subunit A	WP_011277100.1
SACI_RS00870	NC_007181.1	145763.0	146704.0	+	aptB	Saci_0181	Sacid_00175		transketolase family protein	Apulose-4-phosphate transketolase subunit B	WP_015385379.1
SACI_RS00875	NC_007181.1	146701.0	147726.0	+	tyrA	Saci_0182	Sacid_00176		chorismate mutase	T-protein	WP_011277102.1
SACI_RS00880	NC_007181.1	147730.0	148722.0	+	aroF	Saci_0183	Sacid_00177		3-deoxy-7-phosphoheptulonate synthase	Phospho-2-dehydro-3-deoxyheptonate aldolase	WP_011277103.1
SACI_RS00885	NC_007181.1	148719.0	149780.0	+	aroB_1	Saci_0184	Sacid_00178		3-dehydroquinate synthase	3-dehydroquinate synthase	WP_011277104.1
SACI_RS00890	NC_007181.1	149768.0	150559.0	+	aroE	Saci_0185	Sacid_00179		shikimate dehydrogenase	Shikimate dehydrogenase (NADP(+))	WP_011277105.1
SACI_RS00895	NC_007181.1	150537.0	151712.0	+	aroC	Saci_0186	Sacid_00180		chorismate synthase	Chorismate synthase	WP_011277106.1
SACI_RS00900	NC_007181.1	151685.0	152470.0	+	thrB_1	Saci_0187	Sacid_00181		shikimate kinase	Homoserine kinase	WP_015385380.1
SACI_RS00905	NC_007181.1	152482.0	153684.0	+	aroA	Saci_0188	Sacid_00182		3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	WP_080504003.1
SACI_RS00910	NC_007181.1	153665.0	154324.0	+	aroD	Saci_0189	Sacid_00183		type I 3-dehydroquinate dehydratase	3-dehydroquinate dehydratase	WP_011277109.1
SACI_RS00915	NC_007181.1	154288.0	154590.0	-	Saci_0190	Saci_0190	Sacid_00184		Rieske (2Fe-2S) protein	hypothetical protein	WP_011277110.1
SACI_RS00920	NC_007181.1	154751.0	155041.0	+	Saci_0191	Saci_0191	Sacid_00185		hypothetical protein	hypothetical protein	WP_011277111.1
SACI_RS00925	NC_007181.1	155041.0	156696.0	+	dinG	Saci_0192	Sacid_00186		ATP-dependent DNA helicase	3'-5' exonuclease DinG	WP_011277112.1
SACI_RS00930	NC_007181.1	156693.0	157496.0	+	Saci_0193	Saci_0193	Sacid_00187		thioredoxin family protein	hypothetical protein	WP_011277113.1
SACI_RS00935	NC_007181.1	157512.0	157739.0	+	Saci_0194	Saci_0194	Sacid_00188		hypothetical protein	hypothetical protein	WP_011277114.1
SACI_RS00940	NC_007181.1	157840.0	158475.0	+	sodA	Saci_0195	Sacid_00189		superoxide dismutase	Superoxide dismutase [Mn/Fe]	WP_011277115.1
SACI_RS00945	NC_007181.1	158508.0	159587.0	+	cugP_1	Saci_0196	Sacid_00190		NDP-sugar synthase	UTP--glucose-1-phosphate uridylyltransferase	WP_011277116.1
SACI_RS00950	NC_007181.1	159625.0	160275.0	+	SACI_RS00950		Sacid_00191		hypothetical protein	hypothetical protein	WP_015385381.1
SACI_RS00955	NC_007181.1	160314.0	162212.0	+	Saci_0198	Saci_0198	Sacid_00192		thioredoxin domain-containing protein	hypothetical protein	WP_011277118.1
SACI_RS00960	NC_007181.1	162209.0	162913.0	+	fabG_2	Saci_0199	Sacid_00193		SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WP_011277119.1
SACI_RS00965	NC_007181.1	162967.0	163719.0	+	nucS	Saci_0200	Sacid_00194		endonuclease NucS	Endonuclease NucS	WP_011277120.1
SACI_RS00970	NC_007181.1	163640.0	164668.0	+	Saci_0201	Saci_0201	Sacid_00195		glycosyltransferase family 2 protein	hypothetical protein	WP_011277121.1
SACI_RS00975	NC_007181.1	164665.0	165033.0	+	Saci_0202	Saci_0202	Sacid_00196		hypothetical protein	hypothetical protein	WP_011277122.1
SACI_RS00980	NC_007181.1	165123.0	165578.0	-	Saci_0203	Saci_0203	Sacid_00197		hypothetical protein	hypothetical protein	WP_011277123.1
SACI_RS00985	NC_007181.1	165575.0	166237.0	-	soj	Saci_0204	Sacid_00198		ParA family protein	Sporulation initiation inhibitor protein Soj	WP_011277124.1
SACI_RS00990	NC_007181.1	166310.0	167272.0	-	lutA	Saci_0205	Sacid_00199		(Fe-S)-binding protein	Lactate utilization protein A	WP_015385382.1
SACI_RS00995	NC_007181.1	167263.0	168642.0	-	Saci_0206	Saci_0206	Sacid_00200		FAD-binding protein	putative FAD-linked oxidoreductase	WP_015385383.1
SACI_RS01000	NC_007181.1	168792.0	169754.0	+	Saci_0207	Saci_0207	Sacid_00201		FAD-binding oxidoreductase	hypothetical protein	WP_011277127.1
SACI_RS01005	NC_007181.1	169751.0	170665.0	-	Saci_0208	Saci_0208	Sacid_00202		2-oxoacid ferredoxin oxidoreductase subunit beta	hypothetical protein	WP_011277128.1
SACI_RS01010	NC_007181.1	170652.0	172535.0	-	korA	Saci_0209	Sacid_00203		2-oxoacid:acceptor oxidoreductase subunit alpha	2-oxoglutarate oxidoreductase subunit KorA	WP_015385384.1
SACI_RS01015	NC_007181.1	172652.0	173464.0	-	Saci_0210	Saci_0210	Sacid_00204		hypothetical protein	hypothetical protein	WP_011277130.1
SACI_RS01020	NC_007181.1	173496.0	174212.0	-	yafV	Saci_0211	Sacid_00205		carbon-nitrogen hydrolase family protein	Omega-amidase YafV	WP_011277131.1
SACI_RS01025	NC_007181.1	174209.0	175342.0	-	IMPDH_2	Saci_0212	Sacid_00206		CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	WP_011277132.1
SACI_RS01030	NC_007181.1	175393.0	176433.0	+	acuC	Saci_0213	Sacid_00207		acetoin utilization protein AcuC	Acetoin utilization protein AcuC	WP_011277133.1
SACI_RS01035	NC_007181.1	176428.0	177624.0	-	purT	Saci_0214	Sacid_00208		formate-dependent phosphoribosylglycinamide formyltransferase	Formate-dependent phosphoribosylglycinamide formyltransferase	WP_011277134.1
SACI_RS01040	NC_007181.1	177638.0	178252.0	-	Saci_0215	Saci_0215	Sacid_00209		hypothetical protein	hypothetical protein	WP_011277135.1
SACI_RS01045	NC_007181.1	178302.0	178952.0	+	Saci_0216	Saci_0216	Sacid_00210		phosphatidate cytidylyltransferase	hypothetical protein	WP_011277136.1
SACI_RS01050	NC_007181.1	178908.0	179534.0	-	Saci_0217	Saci_0217	Sacid_00211		hypothetical protein	hypothetical protein	WP_011277137.1
SACI_RS01055	NC_007181.1	179632.0	180072.0	+	Saci_0218	Saci_0218	Sacid_00212		hypothetical protein	hypothetical protein	WP_011277138.1
SACI_RS01060	NC_007181.1	180060.0	181058.0	-	Saci_0219	Saci_0219	Sacid_00213		FAD-binding oxidoreductase	hypothetical protein	WP_011277139.1
SACI_RS01065	NC_007181.1	181095.0	181892.0	+	Saci_0220	Saci_0220	Sacid_00214		hypothetical protein	hypothetical protein	WP_011277140.1
SACI_RS01070	NC_007181.1	181889.0	182425.0	+	moaB	Saci_0221	Sacid_00215		MogA/MoaB family molybdenum cofactor biosynthesis protein	Molybdenum cofactor biosynthesis protein B	WP_011277141.1
SACI_RS01075	NC_007181.1	182422.0	182907.0	+	Saci_0222	Saci_0222	Sacid_00216		DUF1286 domain-containing protein	hypothetical protein	WP_011277142.1
SACI_RS01080	NC_007181.1	183419.0	183763.0	-	Saci_0223	Saci_0223	Sacid_00217		PaREP1 family protein	hypothetical protein	WP_080504035.1
SACI_RS01085	NC_007181.1	183747.0	184130.0	-	Saci_0224	Saci_0224	Sacid_00218		PaREP1 family protein	hypothetical protein	WP_011277144.1
SACI_RS01090	NC_007181.1	186300.0	187166.0	+	nanA	Saci_0225	Sacid_00221		dihydrodipicolinate synthase family protein	N-acetylneuraminate lyase	WP_011277145.1
SACI_RS01095	NC_007181.1	187177.0	188112.0	+	kdgK	Saci_0226	Sacid_00222		sugar kinase	2-dehydro-3-deoxygluconokinase	WP_011277146.1
SACI_RS01100	NC_007181.1	188141.0	189664.0	+	gapN	Saci_0227	Sacid_00223		aldehyde dehydrogenase family protein	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	WP_011277147.1
SACI_RS01105	NC_007181.1	189727.0	190044.0	-	Saci_0228	Saci_0228	Sacid_00224		Rieske 2Fe-2S domain-containing protein	hypothetical protein	WP_011277148.1
SACI_RS01110	NC_007181.1	190498.0	191061.0	+	Saci_0229	Saci_0229	Sacid_00225		hypothetical protein	hypothetical protein	WP_011277149.1
SACI_RS01115	NC_007181.1	191187.0	191366.0	-	SACI_RS01115		Sacid_00226		hypothetical protein	hypothetical protein	WP_015385387.1
SACI_RS01120	NC_007181.1	191363.0	192301.0	-	Saci_0230	Saci_0230	Sacid_00227		mechanosensitive ion channel family protein	hypothetical protein	WP_011277150.1
SACI_RS01125	NC_007181.1	192591.0	193658.0	+	Saci_0231	Saci_0231	Sacid_00228		encapsulin	hypothetical protein	WP_011277151.1
SACI_RS01130	NC_007181.1	193627.0	194217.0	-	Saci_0232	Saci_0232	Sacid_00229		hypothetical protein	hypothetical protein	WP_011277152.1
SACI_RS01135	NC_007181.1	194295.0	195149.0	+	Saci_0233	Saci_0233	Sacid_00230		lysine exporter LysO family protein	hypothetical protein	WP_015385388.1
SACI_RS01140	NC_007181.1	195146.0	196270.0	+	lgoT	Saci_0234	Sacid_00231		MFS transporter	putative L-galactonate transporter	WP_015385389.1
SACI_RS01145	NC_007181.1	196255.0	196752.0	-	Saci_0236	Saci_0236	Sacid_00232		hypothetical protein	hypothetical protein	WP_011277154.1
SACI_RS01150	NC_007181.1	196832.0	197806.0	+	Saci_0237	Saci_0237	Sacid_00233		hypothetical protein	hypothetical protein	WP_011277155.1
SACI_RS01155	NC_007181.1	197851.0	198606.0	-	fabG_3	Saci_0238	Sacid_00234		SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WP_011277156.1
SACI_RS01160	NC_007181.1	198658.0	199305.0	+	gph_2	Saci_0239	Sacid_00235		HAD-IA family hydrolase	Phosphoglycolate phosphatase	WP_011277157.1
SACI_RS01165	NC_007181.1	199277.0	200863.0	-	miaB_1	Saci_0240	Sacid_00236		B12-binding domain-containing radical SAM protein	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	WP_011277158.1
SACI_RS01170	NC_007181.1	201088.0	201432.0	-	Saci_0241	Saci_0241	Sacid_00237		hypothetical protein	hypothetical protein	WP_011277159.1
SACI_RS01175	NC_007181.1	201884.0	202708.0	+	czcD	Saci_0242	Sacid_00238		cation transporter	"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"	WP_011277160.1
SACI_RS01180	NC_007181.1	202705.0	203805.0	-	gltA	Saci_0243	Sacid_00239		citrate synthase	Citrate synthase	WP_048054381.1
SACI_RS01190	NC_007181.1	204081.0	204923.0	-	mmgF	Saci_0244	Sacid_00241	prpB	methylisocitrate lyase	2-methylisocitrate lyase	WP_011277162.1
SACI_RS01195	NC_007181.1	204898.0	206193.0	-	prpD2	Saci_0245	Sacid_00242		MmgE/PrpD family protein	2-methylcitrate dehydratase 2	WP_011277163.1
SACI_RS01200	NC_007181.1	206397.0	207317.0	+	ldh	Saci_0246	Sacid_00243		malate dehydrogenase	L-lactate dehydrogenase	WP_011277164.1
SACI_RS01205	NC_007181.1	207319.0	208218.0	+	ghrB	Saci_0247	Sacid_00244		3-phosphoglycerate dehydrogenase	Glyoxylate/hydroxypyruvate reductase B	WP_011277165.1
SACI_RS01210	NC_007181.1	208297.0	208731.0	+	Saci_0248	Saci_0248	Sacid_00245		EVE domain-containing protein	hypothetical protein	WP_080504036.1
SACI_RS01215	NC_007181.1	208803.0	209942.0	+	Saci_0249	Saci_0249	Sacid_00246		alanine--glyoxylate aminotransferase family protein	Serine-pyruvate aminotransferase	WP_015385393.1
SACI_RS01220	NC_007181.1	209952.0	210617.0	+	bluB	Saci_0250	Sacid_00247		"5,6-dimethylbenzimidazole synthase"	"5,6-dimethylbenzimidazole synthase"	WP_011277168.1
SACI_RS01225	NC_007181.1	210738.0	210971.0	-	Saci_0251	Saci_0251	Sacid_00248		hypothetical protein	hypothetical protein	WP_011277170.1
SACI_RS01230	NC_007181.1	211084.0	211569.0	-	DmdB	Saci_0252	Sacid_00249		3-isopropylmalate dehydratase small subunit	"2,3-dimethylmalate dehydratase small subunit"	WP_011277171.1
SACI_RS01235	NC_007181.1	211569.0	212813.0	-	leuC	Saci_0253	Sacid_00250		3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	WP_011277172.1
SACI_RS01240	NC_007181.1	212877.0	213713.0	-	tatC	Saci_0254	Sacid_00251		twin-arginine translocase subunit TatC	Sec-independent protein translocase protein TatC	WP_011277173.1
SACI_RS01245	NC_007181.1	213685.0	214068.0	-	Saci_0255	Saci_0255	Sacid_00252		hypothetical protein	hypothetical protein	WP_011277174.1
SACI_RS01250	NC_007181.1	214096.0	214386.0	-	tatA	Saci_0256	Sacid_00253		twin-arginine translocase TatA/TatE family subunit	Sec-independent protein translocase protein TatA	WP_011277175.1
SACI_RS01255	NC_007181.1	214660.0	215376.0	+	nrtD	Saci_0257	Sacid_00254		ABC transporter ATP-binding protein	Nitrate import ATP-binding protein NrtD	WP_011277176.1
SACI_RS01260	NC_007181.1	215373.0	217004.0	+	Saci_0258	Saci_0258	Sacid_00255		ABC transporter permease subunit	hypothetical protein	WP_011277177.1
SACI_RS01265	NC_007181.1	217169.0	218701.0	+	cfiB	Saci_0260	Sacid_00256		biotin carboxylase	2-oxoglutarate carboxylase small subunit	WP_011277178.1
SACI_RS01270	NC_007181.1	218701.0	219204.0	+	Saci_0261	Saci_0261	Sacid_00257		biotin/lipoyl-binding protein	hypothetical protein	WP_011277179.1
SACI_RS01275	NC_007181.1	219222.0	220781.0	+	Saci_0262	Saci_0262	Sacid_00258		acyl-CoA carboxylase subunit beta	Methylmalonyl-CoA carboxyltransferase 12S subunit	WP_048054382.1
SACI_RS01280	NC_007181.1	220907.0	223024.0	-	Saci_0263	Saci_0263	Sacid_00259		DEAD/DEAH box helicase	hypothetical protein	WP_011277181.1
SACI_RS01285	NC_007181.1	223187.0	223384.0	+	Saci_0264	Saci_0264	Sacid_00260		"ribbon-helix-helix protein, CopG family"	hypothetical protein	WP_011277182.1
SACI_RS01290	NC_007181.1	223381.0	224352.0	+	cysP	Saci_0265	Sacid_00261		inorganic phosphate transporter	Sulfate permease CysP	WP_011277183.1
SACI_RS01295	NC_007181.1	224341.0	225003.0	-	Saci_0266	Saci_0266	Sacid_00262		DUF47 family protein	hypothetical protein	WP_011277184.1
SACI_RS01300	NC_007181.1	225059.0	226192.0	-	Saci_0267	Saci_0267	Sacid_00263		DUF763 domain-containing protein	hypothetical protein	WP_011277185.1
SACI_RS01305	NC_007181.1	226230.0	226892.0	+	Saci_0268	Saci_0268	Sacid_00264		metallophosphatase family protein	hypothetical protein	WP_011277186.1
SACI_RS01310	NC_007181.1	226899.0	227720.0	-	Saci_0269	Saci_0269	Sacid_00265		transposase	hypothetical protein	WP_011277187.1
SACI_RS01315	NC_007181.1	227747.0	228460.0	-	Saci_0270	Saci_0270	Sacid_00266		class II glutamine amidotransferase	hypothetical protein	WP_011277188.1
SACI_RS01320	NC_007181.1	228453.0	229148.0	-	rbn_1	Saci_0271	Sacid_00267		MBL fold metallo-hydrolase	Ribonuclease BN	WP_011277189.1
SACI_RS01325	NC_007181.1	229242.0	230108.0	-	rbsK	Saci_0272	Sacid_00268		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	Ribokinase	WP_011277190.1
SACI_RS01330	NC_007181.1	230105.0	231292.0	-	pdxK	Saci_0273	Sacid_00269	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	Pyridoxine/pyridoxal/pyridoxamine kinase	WP_015385396.1
SACI_RS01335	NC_007181.1	231354.0	231965.0	-	cas4	Saci_0274	Sacid_00270		CRISPR-associated protein Cas4	hypothetical protein	WP_011277192.1
SACI_RS01340	NC_007181.1	231969.0	233144.0	-	Saci_0275	Saci_0275	Sacid_00271		glycosyltransferase family 2 protein	hypothetical protein	WP_011277193.1
SACI_RS01345	NC_007181.1	233183.0	233515.0	+	Saci_0276	Saci_0276	Sacid_00272		hypothetical protein	hypothetical protein	WP_015385397.1
SACI_RS01350	NC_007181.1	233532.0	234461.0	+	Saci_0277	Saci_0277	Sacid_00273		MBL fold metallo-hydrolase	hypothetical protein	WP_011277195.1
SACI_RS01355	NC_007181.1	234430.0	235188.0	-	Saci_0278	Saci_0278	Sacid_00274		VIT1/CCC1 transporter family protein	hypothetical protein	WP_011277196.1
SACI_RS01360	NC_007181.1	235258.0	235728.0	-	Saci_0279	Saci_0279	Sacid_00275		AAA-associated domain-containing protein	hypothetical protein	WP_011277197.1
SACI_RS01365	NC_007181.1	235769.0	237157.0	-	queC	Saci_0280	Sacid_00276		7-cyano-7-deazaguanine synthase QueC	7-cyano-7-deazaguanine synthase	WP_011277198.1
SACI_RS01370	NC_007181.1	237191.0	239431.0	+	cshB	Saci_0281	Sacid_00277		DEAD/DEAH box helicase	DEAD-box ATP-dependent RNA helicase CshB	WP_011277199.1
SACI_RS01375	NC_007181.1	239465.0	240322.0	+	Saci_0282	Saci_0282	Sacid_00278		sulfite exporter TauE/SafE family protein	hypothetical protein	WP_011277200.1
SACI_RS01380	NC_007181.1	240312.0	240680.0	+	Saci_0283	Saci_0283	Sacid_00279		DUF1634 domain-containing protein	hypothetical protein	WP_011277201.1
SACI_RS01385	NC_007181.1	240684.0	241187.0	+	Saci_0284	Saci_0284	Sacid_00280		hypothetical protein	hypothetical protein	WP_011277202.1
SACI_RS01390	NC_007181.1	241184.0	241621.0	+	Saci_0285	Saci_0285	Sacid_00281		hypothetical protein	hypothetical protein	WP_011277203.1
SACI_RS01395	NC_007181.1	241651.0	242223.0	-	Saci_0286	Saci_0286	Sacid_00282		DedA family protein	hypothetical protein	WP_011277204.1
SACI_RS01400	NC_007181.1	242410.0	242832.0	-	Saci_0287	Saci_0287	Sacid_00283		hypothetical protein	hypothetical protein	WP_015385399.1
SACI_RS01405	NC_007181.1	243042.0	243431.0	+	IMPDH_3	Saci_0288	Sacid_00284		CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	WP_015385400.1
SACI_RS01410	NC_007181.1	243777.0	244802.0	-	Saci_0289	Saci_0289	Sacid_00285		AAA family ATPase	hypothetical protein	WP_011277207.1
SACI_RS01415	NC_007181.1	245249.0	245980.0	+	fixA	Saci_0290	Sacid_00286		electron transfer flavoprotein subunit beta/FixA family protein	Protein FixA	WP_011277208.1
SACI_RS01420	NC_007181.1	245977.0	246822.0	+	fixB_1	Saci_0291	Sacid_00287		electron transfer flavoprotein subunit alpha/FixB family protein	Protein FixB	WP_011277209.1
SACI_RS01425	NC_007181.1	246819.0	248042.0	+	Saci_0292	Saci_0292	Sacid_00288		FAD-dependent oxidoreductase	hypothetical protein	WP_011277210.1
SACI_RS01430	NC_007181.1	248275.0	248544.0	-	Saci_0293	Saci_0293	Sacid_00289		4Fe-4S dicluster domain-containing protein	hypothetical protein	WP_011277211.1
SACI_RS01435	NC_007181.1	248681.0	250162.0	-	glgP	Saci_0294	Sacid_00290		glycogen/starch/alpha-glucan phosphorylase	Glycogen phosphorylase	WP_011277212.1
SACI_RS01440	NC_007181.1	250405.0	251655.0	-	Saci_0295	Saci_0295	Sacid_00291		MFS transporter	hypothetical protein	WP_011277213.1
SACI_RS01445	NC_007181.1	251845.0	252864.0	-	moaA_1	Saci_0296	Sacid_00292		PTO1314 family radical SAM protein	"GTP 3',8-cyclase"	WP_011277214.1
SACI_RS01450	NC_007181.1	253148.0	253456.0	+	Saci_0297	Saci_0297	Sacid_00293		hypothetical protein	hypothetical protein	WP_011277215.1
SACI_RS01455	NC_007181.1	253488.0	254336.0	-	Saci_0298	Saci_0298	Sacid_00294		hypothetical protein	hypothetical protein	WP_011277216.1
SACI_RS01460	NC_007181.1	254513.0	255835.0	+	Saci_0299	Saci_0299	Sacid_00295		FAD-binding oxidoreductase	putative FAD-linked oxidoreductase	WP_011277217.1
SACI_RS01465	NC_007181.1	255832.0	256359.0	+	Saci_0300	Saci_0300	Sacid_00296		nicotinamide-nucleotide adenylyltransferase	Bifunctional NMN adenylyltransferase/Nudix hydrolase	WP_011277218.1
SACI_RS01470	NC_007181.1	256423.0	257034.0	-	Saci_0301	Saci_0301	Sacid_00297		DUF981 domain-containing protein	hypothetical protein	WP_011277219.1
SACI_RS01475	NC_007181.1	257424.0	258044.0	+	hadL	Saci_0302	Sacid_00298		haloacid dehalogenase type II	(S)-2-haloacid dehalogenase	WP_011277220.1
SACI_RS01480	NC_007181.1	258054.0	258365.0	-	Saci_0303	Saci_0303	Sacid_00299		MIase like protein	hypothetical protein	WP_011277221.1
SACI_RS01485	NC_007181.1	258506.0	259060.0	-	Saci_0304	Saci_0304	Sacid_00300		hypothetical protein	hypothetical protein	WP_011277222.1
SACI_RS01490	NC_007181.1	259029.0	260429.0	-	mtoX	Saci_0305	Sacid_00301		selenium-binding family protein	Methanethiol oxidase	WP_011277223.1
SACI_RS01495	NC_007181.1	260644.0	262641.0	-	acsA_1	Saci_0306	Sacid_00302	acs	acetate--CoA ligase	Acetyl-coenzyme A synthetase	WP_011277224.1
SACI_RS01500	NC_007181.1	262775.0	263521.0	-	Saci_0307	Saci_0307	Sacid_00303		lipoate--protein ligase family protein	Lipoate--protein ligase 1	WP_011277225.1
SACI_RS01505	NC_007181.1	263557.0	263805.0	+	Saci_0308	Saci_0308	Sacid_00304		biotin attachment protein	hypothetical protein	WP_011277226.1
SACI_RS01510	NC_007181.1	263807.0	264667.0	+	lipA	Saci_0309	Sacid_00305		lipoyl synthase	Lipoyl synthase	WP_011277227.1
SACI_RS01515	NC_007181.1	264639.0	265436.0	+	lipM_1	Saci_0310	Sacid_00306		lipoate--protein ligase family protein	Octanoyltransferase LipM	WP_011277228.1
SACI_RS01520	NC_007181.1	265590.0	265811.0	+	Saci_0311	Saci_0311	Sacid_00307		hypothetical protein	hypothetical protein	WP_011277229.1
SACI_RS01525	NC_007181.1	265913.0	266725.0	+	mcl2	Saci_0312	Sacid_00308		CoA ester lyase	(3S)-malyl-CoA thioesterase	WP_011277230.1
SACI_RS01530	NC_007181.1	266713.0	267117.0	-	Saci_0313	Saci_0313	Sacid_00309		PaaI family thioesterase	hypothetical protein	WP_011277231.1
SACI_RS01535	NC_007181.1	267219.0	267641.0	+	Saci_0314	Saci_0314	Sacid_00310		hypothetical protein	hypothetical protein	WP_011277232.1
SACI_RS01540	NC_007181.1	267785.0	269614.0	+	fixB_2	Saci_0315	Sacid_00311		electron transfer flavoprotein subunit alpha	Protein FixB	WP_011277233.1
SACI_RS01545	NC_007181.1	269618.0	270802.0	+	Saci_0316	Saci_0316	Sacid_00312		NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	WP_011277234.1
SACI_RS01550	NC_007181.1	270799.0	271089.0	+	fixX	Saci_0317	Sacid_00313		ferredoxin family protein	Ferredoxin-like protein FixX	WP_011277235.1
SACI_RS01555	NC_007181.1	271192.0	271953.0	-	fdhD	Saci_0318	Sacid_00314		formate dehydrogenase accessory sulfurtransferase FdhD	Sulfur carrier protein FdhD	WP_011277236.1
